DES_SUBGER,DES_REGION,COD_SUC,MAYORISTA,PRODUCTO,CODACTIVOR3,BARRA,DESCGRUPO,SUBGRUPOPROD,DESCMARCAACT,CAPACIDAD,SERIE,SERIEANT,IZQ,FECHAALTA,ANIOALTA,DESCMARCA,DESCSITUACION,CLIENTEESTADO
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,006436 Visicooler 17p 1pta,000000000400009967,0010060971,Frios,Visicooler,Fogel,12,060914884,V-513-V1,V-5,31/10/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,006436 Visicooler 17p 1pta,000000000400111141,0010097927,Frios,Visicooler,Fogel,12,111020470,F12-X-17-V1,F12,17/10/2011,2011,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,006436 Visicooler 17p 1pta,000000000400069550,0010092004,Frios,Visicooler,Fogel,12,101112806,F11-V-280-V1,F11,1/11/2010,2010,Cusqueña,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,006436 Visicooler 17p 1pta,000000000400111087,0010097868,Frios,Visicooler,Fogel,12,111020351,F12-X-17-V1,F12,17/10/2011,2011,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,006436 Visicooler 17p 1pta,000000000400111082,0010097863,Frios,Visicooler,Fogel,12,111020450,F12-X-17-V1,F12,17/10/2011,2011,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,006436 Visicooler 17p 1pta,000000000400111140,0010097926,Frios,Visicooler,Fogel,12,111020403,F12-X-17-V1,F12,17/10/2011,2011,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400010869,0010063065,Frios,Froster,Fogel,12,070112371,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400012671,0010067153,Frios,Froster,Fogel,12,070912187,F8-280-CF-V1,F8-,8/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400010684,0010067236,Frios,Froster,Fogel,12,070912092,F8-280-CF-V1,F8-,8/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400012688,0010067264,Frios,Froster,Fogel,12,070912131,F8-280-CF-V1,F8-,8/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400013697,0010073425,Frios,Froster,Fogel,12,071113218,F8-280-CF-V1,F8-,5/02/2008,2008,Barena,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008333,0560013823,Frios,Froster,Inducol,12,650249,,,15/07/2005,2005,Cusqueña,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400011983,0010063130,Frios,Froster,Fogel,12,070112400,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400042691,0010052547,Frios,Froster,Inducol,12,2999051226,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,,0010052681,Frios,Froster,Inducol,12,2140215047,,,19/07/2005,2005,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400012728,0010067397,Frios,Froster,Fogel,12,070912170,F8-280-CF-V1,F8-,8/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008027,0010051430,Frios,Froster,Inducol,12,2732055629,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007981,0010053046,Frios,Froster,Inducol,12,3256065228,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400011648,0010063071,Frios,Froster,Fogel,12,070112433,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008013,0010051416,Frios,Froster,Inducol,12,1138100346,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008007,0010051452,Frios,Froster,Inducol,12,2358215901,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007624,0010063138,Frios,Froster,Fogel,12,070112396,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007923,0010047923,Frios,Froster,Inducol,12,050331113,,,5/05/2005,2005,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400012659,0010067141,Frios,Froster,Fogel,12,070912196,F8-280-CF-V1,F8-,8/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007711,0010051734,Frios,Froster,Inducol,12,2702055213,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007620,0010063132,Frios,Froster,Fogel,12,070112456,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400043065,0010049913,Frios,Froster,Inducol,12,1146095601,,,27/06/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400010687,0010067239,Frios,Froster,Fogel,12,070912002,F8-280-CF-V1,F8-,8/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008029,0010051716,Frios,Froster,Inducol,12,2627224631,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400011666,0560013921,Frios,Froster,Inducol,12,4669554LAWRF,,,24/08/2005,2005,Cusqueña,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008005,0010051450,Frios,Froster,Inducol,12,2493221621,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007993,0010053039,Frios,Froster,Inducol,12,3379221529,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400010892,0010063070,Frios,Froster,Fogel,12,070112428,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007985,0010053051,Frios,Froster,Inducol,12,3187192340,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007623,0010063137,Frios,Froster,Fogel,12,070112411,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400012736,0010067406,Frios,Froster,Fogel,12,070912180,F8-280-CF-V1,F8-,8/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400012875,0010068170,Frios,Froster,Fogel,12,070912823,F8-280-CF-V1,F8-,30/10/2007,2007,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400011984,0010063131,Frios,Froster,Fogel,12,070112366,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400010683,0010067235,Frios,Froster,Fogel,12,070912096,F8-280-CF-V1,F8-,8/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007947,0560013046,Frios,Froster,Mimet,12,649446,,,30/06/2005,2005,Cusqueña,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400011667,0560013925,Frios,Froster,Inducol,12,4920559REAKO,,,24/08/2005,2005,Cusqueña,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008041,0010053247,Frios,Froster,Mimet,12,656923,,,6/08/2005,2005,Dorada,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400012888,0010068235,Frios,Froster,Fogel,12,070912903,F8-280-CF-V1,F8-,30/10/2007,2007,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007569,0010049043,Frios,Froster,Inducol,12,04110523AXQ9,,,21/06/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007731,0010051732,Frios,Froster,Inducol,12,2708055450,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007642,0560013237,Frios,Froster,Inducol,12,650316,,,15/07/2005,2005,Cusqueña,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400010583,0010057708,Frios,Froster,Fogel,12,060811628,280-CF-V1,280,8/09/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007697,0010052003,Frios,Froster,Inducol,12,2552060408,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007997,0010053044,Frios,Froster,Inducol,12,3330221717,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007714,0010051295,Frios,Froster,Mimet,12,649055,,,13/07/2005,2005,Dorada,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007980,0010053045,Frios,Froster,Inducol,12,3338221851,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400011816,0010062226,Frios,Froster,Fogel,12,061011746,280-CF-V1,280,29/12/2006,2006,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400010686,0010067238,Frios,Froster,Fogel,12,070912119,F8-280-CF-V1,F8-,8/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008371,0010053055,Frios,Froster,Inducol,12,3099064946,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008035,0010053424,Frios,Froster,Inducol,12,4752554LAX50,,,9/08/2005,2005,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400013636,0010073204,Frios,Froster,Fogel,12,071113281,F8-280-CF-V1,F8-,30/10/2007,2007,Barena,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007718,0010051717,Frios,Froster,Inducol,12,2676055817,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400011665,0560013920,Frios,Froster,Inducol,12,4068554LDLIW,,,24/08/2005,2005,Cusqueña,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007990,0010053036,Frios,Froster,Inducol,12,3360221536,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400011820,0010062230,Frios,Froster,Fogel,12,061011674,280-CF-V1,280,29/12/2006,2006,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400011660,0010063088,Frios,Froster,Fogel,12,070112404,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008037,0010053243,Frios,Froster,Mimet,12,656871,,,6/08/2005,2005,Dorada,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007716,0010051272,Frios,Froster,Mimet,12,650468,,,13/07/2005,2005,Dorada,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008023,0010051426,Frios,Froster,Inducol,12,2554060555,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400011661,0010063089,Frios,Froster,Fogel,12,070112392,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400011979,0010063126,Frios,Froster,Fogel,12,070112410,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400010998,0010063144,Frios,Froster,Fogel,12,070112436,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008326,0560013861,Frios,Froster,Inducol,12,650282,,,15/07/2005,2005,Cusqueña,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400012727,0010067396,Frios,Froster,Fogel,12,070912174,F8-280-CF-V1,F8-,8/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008001,0010051431,Frios,Froster,Inducol,12,2474213255,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008032,0010053421,Frios,Froster,Inducol,12,4728554LAX5X,,,9/08/2005,2005,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008223,0010054463,Frios,Froster,Inducol,12,5148554REAYT,,,22/08/2005,2005,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400012737,0010067407,Frios,Froster,Fogel,12,070912173,F8-280-CF-V1,F8-,8/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008260,0560013037,Frios,Froster,Mimet,12,648300,,,30/06/2005,2005,Cusqueña,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008019,0010051422,Frios,Froster,Inducol,12,2454213201,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007872,0010051741,Frios,Froster,Inducol,12,2856220755,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008038,0010053246,Frios,Froster,Mimet,12,656921,,,6/08/2005,2005,Dorada,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400010884,0010063069,Frios,Froster,Fogel,12,070112421,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400012734,0010067404,Frios,Froster,Fogel,12,070912039,F8-280-CF-V1,F8-,8/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400012883,0010068196,Frios,Froster,Fogel,12,070912928,F8-280-CF-V1,F8-,30/10/2007,2007,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400013126,0010069735,Frios,Froster,Fogel,12,070913168,F8-280-CF-V1,F8-,15/11/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007720,0010051719,Frios,Froster,Inducol,12,2577060144,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400011980,0010063127,Frios,Froster,Fogel,12,070112459,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008010,0010051413,Frios,Froster,Inducol,12,2443213021,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008000,0010051881,Frios,Froster,Inducol,12,2298193327,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400011651,0010063074,Frios,Froster,Fogel,12,070112430,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400032345,0010042268,Frios,Froster,Mimet,12,561816,,,1/06/2004,2004,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007594,0010063140,Frios,Froster,Fogel,12,070112377,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007597,0010063143,Frios,Froster,Fogel,12,070112470,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008009,0010051412,Frios,Froster,Inducol,12,2495221642,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007999,0010051880,Frios,Froster,Inducol,12,2292163658,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007952,0010052005,Frios,Froster,Inducol,12,2630224400,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007612,0010049672,Frios,Froster,Inducol,12,1677033745,,,27/06/2005,2005,Backus,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008011,0010051414,Frios,Froster,Inducol,12,2489221614,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400010585,0010057820,Frios,Froster,Fogel,12,060811620,280-CF-V1,280,8/09/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400012726,0010067395,Frios,Froster,Fogel,12,070912250,F8-280-CF-V1,F8-,8/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007991,0010053037,Frios,Froster,Inducol,12,3185192609,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400012672,0010067154,Frios,Froster,Fogel,12,070912016,F8-280-CF-V1,F8-,8/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007719,0010051718,Frios,Froster,Inducol,12,2249070549,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400013125,0010069846,Frios,Froster,Fogel,12,070913104,F8-280-CF-V1,F8-,30/10/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400011659,0010063085,Frios,Froster,Fogel,12,070112399,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007995,0010053042,Frios,Froster,Inducol,12,3305222248,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007868,0010047861,Frios,Froster,Inducol,12,05032997,,,5/05/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008022,0010051425,Frios,Froster,Inducol,12,2504221756,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008024,0010051427,Frios,Froster,Inducol,12,2616224815,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007949,0010052006,Frios,Froster,Inducol,12,3098064522,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007586,0010050348,Frios,Froster,Inducol,12,1311050254,,,27/06/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007955,0010051995,Frios,Froster,Inducol,12,3189192527,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008015,0010051418,Frios,Froster,Inducol,12,2486221532,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400012877,0010068176,Frios,Froster,Fogel,12,070912913,F8-280-CF-V1,F8-,30/10/2007,2007,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007727,0010051727,Frios,Froster,Inducol,12,2141215320,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007728,0010051728,Frios,Froster,Inducol,12,2170214217,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400012660,0010067142,Frios,Froster,Fogel,12,070912188,F8-280-CF-V1,F8-,8/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400012674,0010067156,Frios,Froster,Fogel,12,070912176,F8-280-CF-V1,F8-,8/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007957,0010051997,Frios,Froster,Inducol,12,2579060220,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007950,0010052007,Frios,Froster,Inducol,12,2581060152,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400011650,0010063073,Frios,Froster,Fogel,12,070112417,280-CF-V1,280,16/02/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007686,0010052587,Frios,Froster,Inducol,12,4013554RLFHT,,,19/07/2005,2005,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007580,0010051906,Frios,Froster,Inducol,12,2224213211,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400013058,0010069059,Frios,Froster,Fogel,12,070913133,F8-280-CF-V1,F8-,8/10/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400012670,0010067152,Frios,Froster,Fogel,12,070912194,F8-280-CF-V1,F8-,8/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007637,0010049809,Frios,Froster,Inducol,12,2105211554,,,27/06/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400011817,0010062227,Frios,Froster,Fogel,12,061011690,280-CF-V1,280,29/12/2006,2006,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007699,0010051284,Frios,Froster,Mimet,12,649040,,,13/07/2005,2005,Dorada,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007730,0010051731,Frios,Froster,Inducol,12,2705055438,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008036,0010053420,Frios,Froster,Inducol,12,4727554LAX57,,,9/08/2005,2005,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007945,0560013084,Frios,Froster,Mimet,12,649439,,,30/06/2005,2005,Cusqueña,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007994,0010053041,Frios,Froster,Inducol,12,3315221956,,,19/07/2005,2005,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400008039,0010053252,Frios,Froster,Mimet,12,656959,,,6/08/2005,2005,Dorada,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400012729,0010067398,Frios,Froster,Fogel,12,070912268,F8-280-CF-V1,F8-,8/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CIC,0017483 San Ignacio Ica - Ica,004102 Froster 280,000000000400007998,0010051879,Frios,Froster,Inducol,12,2718054856,,,19/07/2005,2005,Cristal,Prestado,Activo
